Tipo de material;Meio de divulgação;Entidade;Tipo de organização;Autor;Título;Palavras-chave ou descritores;Ano da produção;Ano da publicação;Edição;Local de publicação;Editora;Número de páginas/minutos;Disponível em;ISBN;ISSN
legislação;site;MINISTÉRIO DA EDUCAÇÃO;governamental;;Educação escolar indígena no Governo Federal – Decreto nº 26;escolas indigenas;4 DE FEVEREIRO DE 1991;5.2.1991;;Diário Oficial da União;;1;http://www.planalto.gov.br/ccivil_03/decreto/1990-1994/D0026.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Convenção relativa à luta contra a discriminação no ensino – Decreto nº 63.223;Discriminação Racial;6 DE SETEMBRO DE 1968;10.09.1968;;Diário Oficial da União;;1;http://www2.camara.leg.br/legin/fed/decret/1960-1969/decreto-63223-6-setembro-1968-404776-publicacaooriginal-1-pe.html;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DO ÍNDIO- FUNAI;governamental;;Normas para o atendimento de indígenas que se encontrarem em articulação social no Distrito Federal – Instrução Normativa Funai n.º 2;articulações sociais;18 DE NOVEMBRO DE 2013;25.11.2013;;Diário Oficial da União;;1;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/11/2013&jornal=1&pagina=45&totalArquivos=160;;1677-7042
legislação;site;Presidência da República;governamental;;Enquadramento como segurado especial do índio reconhecido pela Funai - Instrução Normativa INSS nº 61;seguro social, inss;23 DE NOVEMBRO DE 2012;28.11.2012;;Diário Oficial da União;;4;http://www3.dataprev.gov.br/sislex/paginas/38/inss-pres/2012/61.htm;;.
legislação;site;Presidência da República;governamental;;Procedimentos para a gestão do Cadastro Único para Programas Sociais do Governo Federal - Portaria MDS/GM nº 177;programas sociais;16 DE JUNHO DE 2011;20.06.2011;;Diário Oficial da União;;20;http://www.mds.gov.br/webarquivos/legislacao/bolsa_familia/portarias/2011/Portaria%20no%20177%20-%20MDS%20%20de%20%2016%20de%20junho%20de%202011.pdf;;.
legislação;site;Presidência da República;governamental;;Disposições sobre a administração de informações dos segurados, o reconhecimento, a manutenção e a revisão de direitos dos beneficiários da Previdência Social- Instrução Normativa INSS nº 45;previdência social;6 DE AGOSTO DE 2010;11.08.2011;;Diário Oficial da União;;3;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2010&jornal=1&pagina=29&totalArquivos=176;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DE SAÚDE;governamental;;Procedimentos relativos ao reconhecimento dos períodos de atividade na condição de segurado especial – Instrução Normativa INSS nº 42;seguro especial;3 DE DEZEMBRO DE 2009;4.12.2009;;Diário Oficial da União;;5;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=04/12/2009&jornal=1&pagina=58&totalArquivos=280;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DE SAÚDE;governamental;;Secretaria Especial de Saúde Indígena - SESAI – Criação - Lei n.º 12.314;saúde;19 DE AGOSTO DE 2010;20.8.2010;;Diário Oficial da União;;7;http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12314.htm;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DE SAÚDE;governamental;;Critérios para celebração de convênios com entidades governamentais e não governamentais para a execução das ações de atenção à saúde dos povos indígenas - Portaria Funasa nº 293;saúde;7 DE ABRIL DE 2008;15.4.2008;;Diário Oficial da União;;2;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=15/04/2008&jornal=1&pagina=29&totalArquivos=56;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DE SAÚDE;governamental;;Regulamentação do acompanhamento da execução física e financeira pela Coordenação Regional e Distrito Sanitário Especial Indígena- Portaria Funasa nº 126;saúde;14 DE FEVEREIRO DE 2008;15.2.2008;;Diário Oficial da União;;1;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=15/02/2008&jornal=1&pagina=37&totalArquivos=192;;1677-7042
legislação;site;Presidência da República;governamental;;Política Nacional sobre o Álcool – Decreto nº 6.117;álcool, violência, criminalidade ;22 DE MAIO DE 2007;23.5.2007;;Diário Oficial da União;;5;http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6117.htm;;1677-7042
legislação;site;MINISTÉRIO DA SAÚDE;governamental;;Alterações nos Distritos Sanitários Especiais – Portaria nº 1.810;saúde;3 DE AGOSTO DE 2006;04.08.2006;;Diário Oficial da União;;2;http://www.funasa.gov.br/site/wp-content/uploads/2011/12/Port_1810_2006.pdf;;.
legislação;site;MINISTÉRIO DA SAÚDE;governamental;;Certificado Hospital Amigo do Índio – Portaria nº 645;saúde;27 DE MARÇO DE 2006;;;;;;http://dtr2001.saude.gov.br/sas/PORTARIAS/Port2006/GM/GM-645.htm;;.
legislação;site;MINISTÉRIO DA SAÚDE;governamental;;Composição e organização das equipes de atenção à saúde indígena – Portaria nº 1.088;saúde;04 DE JULHO DE 2005;;;;;;http://dtr2001.saude.gov.br/sas/PORTARIAS/Port2005/GM/GM-1088.htm;;.
legislação;site;MINISTÉRIO DA SAÚDE;governamental;;Plano Nacional de Saúde – Portaria nº 2.607;saúde;10 DE DESEMBRO DE 2004;;;;;44;http://www.funai.gov.br/arquivos/conteudo/cogedi/pdf/LEGISLACAO_INDIGENISTA/Seguridade-Social/Portaria-n-2-60-de-10-12-2004.pdf;;.
legislação;site;MINISTÉRIO DA SAÚDE;governamental;;Diretrizes da gestão da Política Nacional de Atenção à Saúde Indígena – Portaria nº 70/GM;saúde;20 DE JANEIRO DE 2004;;;;;;http://dtr2001.saude.gov.br/sas/PORTARIAS/Port2004/GM/GM-70.htm;;.
legislação;site;MINISTÉRIO DA SAÚDE;governamental;;Programa de Promoção da Alimentação Saudável em Comunidades Indígenas – Portaria nº 2.405/GM;alimentação;27 DE DEZEMBRO DE 2002;;;;;;http://dtr2001.saude.gov.br/sas/PORTARIAS/Port2002/Gm/GM-2405.htm;;.
legislação;site;MINISTÉRIO DA SAÚDE;governamental;;Política Nacional de Atenção à Saúde dos Povos Indígenas – Portaria nº 254;saúde;31 DE JANEIRO DE 2002;6.2.2002;;Diário Oficial da União;;6;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=46&data=06/02/2002;;1677-7042
legislação;site;MINISTÉRIO DA SAÚDE;governamental;;Distritos Sanitários Especiais – Portaria nº 852;saúde;30 DE SETEMBRO DE 1999;01.10.1999;;Diário Oficial da União;;2;http://www.indigena.mppr.mp.br/modules/conteudo/conteudo.php?conteudo=31;;1677-7042
legislação;site;MINISTÉRIO DA SAÚDE;governamental;;Assistência à saúde dos povos indígenas no âmbito do SUS – Decreto nº 3.156;saúde;27 DE AGOSTO DE 1999;28.8.1999;;Diário Oficial da União;;5;http://www.planalto.gov.br/ccivil_03/decreto/D3156.htm;;.
legislação;site;Presidência da República;governamental;;Organização da Assistência Social – Lei nº 8.742;saúde;7 DE DEZEMBRO DE 1993;8.12.1998;;Diário Oficial da União;;17;http://www.planalto.gov.br/ccivil_03/leis/l8742.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Lei Orgânica da Seguridade Social – Lei nº 8.212;seguridade social;24 DE JULHO DE 1991;11.4.1996;;Diário Oficial da União;;33;http://www.planalto.gov.br/ccivil_03/leis/L8212rep.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Planos de benefícios da Previdência Social – Lei nº 8.213;previdência social;24 DE JULHO DE 1991;14.8.1998;;Diário Oficial da União;;55;http://www.planalto.gov.br/ccivil_03/leis/l8213cons.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Participação da comunidade no Sistema Único de Saúde – Lei nº 8.142;saúde;28 DE DEZEMBRO DE 1990;31.12.1990;;Diário Oficial da União;;3;http://www.planalto.gov.br/ccivil_03/leis/l8142.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Sistema Único de Saúde – Lei nº 8.080;saúde;19 DE SETEMBRO DE 1990;20.9.1990;;Diário Oficial da União;;17;http://www.planalto.gov.br/ccivil_03/leis/l8080.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Inventário Nacional da Diversidade Linguística - Decreto nº 7.387;diversidade, lingua, idioma;9 DE DEZEMBRO DE 2010;10.12.2010;;Diário Oficial da União;;2;http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2010/Decreto/D7387.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Convenção sobre a diversidade de expressões culturais – Decreto nº 6.177;expressões culturais;1º DE AGOSTO DE 2007;2.8.2007;;Diário Oficial da União;;15;http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6177.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Regulamentação do PRONAC – Decreto nº 5.761;pronac;27 DE ABRIL DE 2006;28.4.2006;;Diário Oficial da União;;13;http://www2.camara.leg.br/legin/fed/decret/2006/decreto-5761-27-abril-2006-541914-publicacaooriginal-48605-pe.html;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DO ÍNDIO- FUNAI;governamental;;Entrada em terra indígena em relação ao direito autoral e de imagem – Portaria nº 177/Pres/Funai;direito autoral e de imagem;16 DE FEVEREIRO DE 2006;;;;;9;http://www.funai.gov.br/arquivos/conteudo/cogedi/pdf/LEGISLACAO_INDIGENISTA/Cultura/portariadireitoautoral.PDF;;.
legislação;site;Presidência da República;governamental;;Registro de bens culturais de natureza imaterial – Decreto nº 3.551;bens culturais;4 DE AGOSTO DE 2000;;;;;2;http://www.planalto.gov.br/ccivil_03/decreto/D3551.htm;;.
legislação;site;Presidência da República;governamental;;Direito autoral e de imagem – Lei nº 9.610;direito autoral e de imagem;19 DE FEVEREIRO DE 1998;20.2.1998;;Diário Oficial da União;;22;http://www.planalto.gov.br/ccivil_03/leis/l9610.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Programa Nacional de Apoio à Cultura - PRONAC – Lei nº 8.313;cultura;23 DE DEZEMBRO DE 1991;24.12.1991;;Diário Oficial da União;;12;http://www.planalto.gov.br/ccivil_03/leis/l8313cons.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Monumentos arqueológicos e pré-históricos – Lei nº 3.924;arqueológico, pré-histórico ;26 DE JULHO DE 1961; 28.7.1961;;Diário Oficial da União;;4;http://www.planalto.gov.br/ccivil_03/leis/1950-1969/L3924.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Proteção do Patrimônio Histórico e Artístico Nacional – Decreto-Lei nº 25;patrimonio, histórico, artistico;30 DE NOVEMBRO DE 1937;6.12.1937;;Diário Oficial da União;;5;http://www.planalto.gov.br/ccivil_03/decreto-lei/del0025.htm;;1677-7042
legislação;site;COMANDO DA AERONÁUTICA;governamental;;Diretriz para o relacionamento do Comando da Aeronáutica com as comunidades indígenas - Portaria MD/Can537/CG3;comunidades indigenas;7 DE MAIO DE 2004;12.4.2004;;Diário Oficial da União;;1;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=20&data=12/05/2004;;1677-7042
legislação;site;Ministério da Defesa;governamental;;Diretriz para o relacionamento das Forças Armadas com as comunidades indígenas – Portaria MD/SPEAI/DPE n.º 983;forças armadas;17 DE OUTUBRO DE 2003;21.10.2003;;Diário Oficial da União;;2;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=21/10/2003&jornal=1&pagina=5&totalArquivos=184;;1677-7042
legislação;site;Presidência da República;governamental;;Câmara de Relações Exteriores e Defesa Nacional, do Conselho de Governo – Criação – Decreto n.º 4.801;defesa nacional;6 DE AGOSTO DE 2003;7.8.2003;;Diário Oficial da União;;4;http://www.planalto.gov.br/ccivil_03/decreto/2003/d4801.htm;;1677-7042
legislação;site;Ministério da Defesa;governamental;;Diretriz para o relacionamento do Exército Brasileiro com as comunidades indígenas – Portaria MD/EME n° 020;exército brasileiro;02 DE MAIO DE 2003;;;;;2;http://www.funai.gov.br/arquivos/conteudo/cogedi/pdf/LEGISLACAO_INDIGENISTA/Defesa/Portaria-MDCan537CG3-be15-03intra.pdf;;.
legislação;site;Presidência da República;governamental;;Atuação das Forças Armadas e da Polícia Federal nas terras indígenas – Decreto n.º 4.412;forças armadas, policia federal;7 DE OUTUBRO DE 2002;8.10.2002;;Diário Oficial da União;;2;http://www.planalto.gov.br/ccivil_03/decreto/2002/D4412.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Normas gerais para a organização, o preparo e o emprego das Forças Armadas – Lei Complementar n.º 97;forças armadas;9 DE JUNHO DE 1999;10.6.1999;;Diário Oficial da União;;8;http://www.planalto.gov.br/ccivil_03/leis/lcp/Lcp97.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Regulamento do Conselho de Defesa Nacional – Decreto n.º 893;defesa nacional;12 DE AGOSTO DE 1993;13.8.1993;;Diário Oficial da União;;3;http://www.planalto.gov.br/ccivil_03/decreto/1990-1994/D0893.htm;;1677-7042
legislação;site;Presidência da República;governamental;;Organização e funcionamento do Conselho de Defesa Nacional – Lei n.º 8.183;defesa nacional;11 DE ABRIL DE 1991;12.4.1991;;Diário Oficial da União;;3;http://www.planalto.gov.br/ccivil_03/leis/L8183.htm;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DO ÍNDIO- FUNAI;governamental;;Sistemática de planejamento, monitoramento e avaliação no âmbito da Funai - Portaria Funai nº 1.746;planejamento, monitoramento;28 DE DEZEMBRO DE2012;31.12.2012;;Diário Oficial da União;;11;http://www.funai.gov.br/arquivos/conteudo/coplam/doc/12-Dez/Portaria_n_1.746Modelo_de_Gestao.pdf;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DO ÍNDIO- FUNAI;governamental;;Atualização da Portaria n.º 1.746/2012 - Portaria Funai nº 3;planejamento, monitoramento;3 DE JANEIRO DE 2013;4.1.2013;;Diário Oficial da União;;1;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=29&data=04/01/2013;;1677-7042
legislação;site;Presidência da República;governamental;;Ministério da Justiça - Estrutura Regimental – Decreto nº 8.031;cargos em comissões ;20 DE JUNHO DE 2013;21.6.2013 ;;Diário Oficial da União;;4;http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2013/Decreto/D8031.htm;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DO ÍNDIO- FUNAI;governamental;;Regimento Interno da Funai – Portaria nº 1.733/PRES;regimento interno;27 DE DEZEMBRO DE 2012;28.12.2012;;Diário Oficial da União;;78;http://www.funai.gov.br/arquivos/conteudo/cogedi/pdf/LEGISLACAO_INDIGENISTA/Organizacao0da-Uniao/Portaria-n-1-733-PRES-de-27-12-2012.pdf;;1677-7042
legislação;site;FUNDAÇÃO NACIONAL DO ÍNDIO- FUNAI;governamental;;Estatuto da Funai – Decreto nº 7.778;cargos em comissões ;27 DE JULHO DE 2012;30.7.2012;;Diário Oficial da União;;32;http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2012/Decreto/D7778.htm;;1677-7042
legislação;site;MINISTÉRIO DA JUSTIÇA;governamental;;Polícia Federal - Regimento Interno – Portaria MJ nº 2.877;regime interno;30 DE DEZEMBRO DE 2011;2.1.2012;;Diário Oficial da União;;64;http://www.funai.gov.br/arquivos/conteudo/cogedi/pdf/LEGISLACAO_INDIGENISTA/Organizacao0da-Uniao/Portaria-MJ-n-2-877-de-30-12-2011.pdf;;1677-7042
legislação;site;Presidência da República;governamental;;Instituto Chico Mendes - Estrutura – Decreto nº 7.515;cargos em comissões ;8 DE JULHO DE 2011;11.7.2011;;Diário Oficial da União;;10;http://www.planalto.gov.br/ccivil_03/_Ato2011-2014/2011/Decreto/D7515.htm#art6;;1677-7042
legislação;site;Presidência da República;governamental;;Conselho Nacional de Combate à Discriminação - CNCD – Decreto nº 7.388;composição, estruturação, competências e funcionamento;9 DE DEZEMBRO DE 2010;10.12.2010;;Diário Oficial da União;;4;http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2010/Decreto/D7388.htm#art14;;1677-7042
legislação;site;Presidência da República;governamental;;Lei de criação da Secretaria Especial de Saúde Indígena - SESAI - Lei 12.314;contratação por tempo determinado;19 DE AGOSTO DE 2010;20.8.2010;;Diário Oficial da União;;7;http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12314.htm;;1677-7042
legislação;site;Advocacia-Geral da União;governamental;;Critérios para a atuação dos órgãos da Procuradoria-Geral Federal na defesa de direitos indígenas – Portaria Presidência da República nº 839;atuação dos órgãos da Procuradoria-Geral;18 DE JUNHO DE 2010;21.6.2010;;Diário Oficial da União;;4;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=52&data=21/06/2010;;1677-7042
legislação;site;Presidência da República;governamental;;Encaminhamento ao Congresso Nacional do texto do projeto de lei que dispõe sobre a criação do Conselho Nacional de Política Indigenista - CNPI - Despacho do Presidente da República nº 216;texto, projeto, lei;18 DE ABRIL DE 2008;22.4.2008;;Diário Oficial da União;;1;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=22/04/2008&jornal=1&pagina=34&totalArquivos=140;;1677-7042
legislação;site;Presidência da República;governamental;;Instituto Chico Mendes - Criação – Lei nº 11.516;Conservação da Biodiversidade;28 DE AGOSTO DE 2007;28.8.2007;;Diário Oficial da União;;6;http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11516.htm;;1677-7042
legislação;site;MINISTÉRIO DA JUSTIÇA;governamental;;Regimento interno do Conselho Nacional de Política Indigenista – Portaria nº 1.396;política Indigenista;15 DE AGOSTO DE 2007;;;;;8;http://www.funai.gov.br/arquivos/conteudo/cogedi/pdf/LEGISLACAO_INDIGENISTA/Organizacao0da-Uniao/Portaria-n-1-396-de-15-08-2007.pdf;;1677-7042
